DateTime,AddedIPs,RemovedIPs
1528109101,176,0
1528112702,191,0
1528116302,185,0
1528119902,115,0
1528123502,92,0
1528128001,139,0
1528131602,87,0
1528135202,79,0
1528138802,359,0
1528142402,382,0
1528146002,230,0
1528149602,124,0
1528153202,121,0
1528156802,100,2014
1528160402,103,0
1528164002,87,0
1528167602,125,0
1528171202,132,0
1528174801,128,0
1528178402,162,0
1528182002,110,0
1528185602,156,0
1528189202,116,0
1528192802,133,0
1528196402,139,0
1528200002,126,0
1528203601,130,0
1528207202,108,0
1528210803,104,0
1528214402,118,0
1528218002,90,0
1528221601,91,0
1528225203,98,0
1528228802,81,0
1528232402,75,0
1528236002,78,0
1528239602,79,0
1528243202,97,3970
1528246802,92,0
1528250401,87,0
1528254002,96,0
1528257602,103,0
1528261202,87,0
1528264801,103,0
1528268401,149,0
1528272002,178,0
1528275602,373,0
1528279202,226,0
1528282802,233,0
1528286402,144,0
1528290002,179,0
1528293601,190,0
1528297202,170,0
1528300802,92,0
1528304402,99,0
1528308002,70,0
1528313402,125,0
1528317901,116,0
1528322401,98,0
1528329602,156,2778
1528335001,271,0
1528338602,127,0
1528342202,85,0
1528345801,96,0
1528349401,103,0
1528353002,126,0
1528356602,123,0
1528360202,172,0
1528363802,167,0
1528367402,136,0
1528371002,135,0
1528374602,251,0
1528378202,138,0
1528381801,102,0
1528385402,108,0
1528389002,103,0
1528392602,100,0
1528396201,102,0
1528399802,71,0
1528403402,175,0
1528407001,108,0
1528410602,85,0
1528414202,73,0
1528417802,55,3127
1528421401,103,0
1528425001,84,0
1528428602,96,0
1528432202,101,0
1528435802,104,0
1528439402,107,0
1528443002,88,0
1528446601,139,0
1528450202,140,0
1528453802,158,0
1528457401,123,0
1528461002,120,0
1528464602,143,0
1528469102,184,0
1528472701,154,0
1528476302,138,0
1528479902,121,0
1528483502,142,0
1528487102,118,1
1528490702,88,0
1528494302,98,0
1528498802,135,0
1528502402,68,3072
1528506002,116,0
1528509602,145,0
1528513202,118,0
1528516802,126,0
1528520402,140,0
1528524002,145,0
1528527602,171,0
1528531202,127,0
1528534802,120,0
1528538402,183,0
1528542002,133,0
1528545602,112,0
1528549202,125,0
1528552802,103,0
1528556402,94,0
1528560002,91,0
1528563602,102,0
1528567202,87,0
1528570802,104,0
1528574402,105,0
1528578002,91,0
1528581602,93,0
1528586101,99,0
1528589701,98,2724
1528593301,78,0
1528596902,120,0
1528600502,95,0
1528604102,105,0
1528607702,72,0
1528611301,100,0
1528614902,85,0
1528618502,82,0
1528622102,104,0
1528625702,220,0
1528629302,337,0
1528632902,210,0
1528636501,192,0
1528640101,150,0
1528643701,59,0
1528647302,77,0
1528650902,89,0
1528654501,70,0
1528658102,80,0
1528661701,84,0
1528666202,107,0
1528669802,81,0
1528673402,65,0
1528677002,85,2718
1528680602,130,0
1528684201,132,0
1528687802,113,0
1528691402,87,0
1528695002,121,0
1528698602,135,0
1528702201,126,0
1528705802,131,0
1528709401,170,0
1528713002,146,0
1528716601,127,0
1528720202,103,0
1528723802,162,0
1528727402,116,0
1528731002,126,0
1528734601,119,0
1528738202,91,0
1528741802,108,0
1528745402,469,0
1528749002,301,0
1528752601,217,0
1528756202,652,0
1528759802,165,0
1528763402,112,2621
1528767002,112,0
1528770601,106,0
1528774201,123,0
1528777802,91,0
1528781401,103,0
1528785002,143,0
1528788602,296,0
1528792201,141,0
1528795802,105,0
1528799402,170,0
1528803002,166,0
1528806602,226,0
1528810202,176,0
1528813802,206,0
1528817401,215,0
1528821002,118,0
1528824602,98,0
1528828202,101,0
1528831802,138,0
1528835401,104,0
1528839002,104,0
1528842602,132,0
1528846202,94,0
1528849802,86,4056
1528853402,103,0
1528857002,122,0
1528860602,87,0
1528864202,99,0
1528867802,87,0
1528871402,133,0
1528875002,125,0
1528878602,139,0
1528882202,135,0
1528885802,159,0
1528889401,155,0
1528893002,134,0
1528896602,133,0
1528900202,115,0
1528903802,144,0
1528907402,130,0
1528911002,141,0
1528914602,148,0
1528919102,125,0
1528922702,88,0
1528926301,87,0
1528929901,101,0
1528933502,83,0
1528937101,76,3584
1528940702,104,0
1528944301,107,0
1528947901,114,0
1528951502,101,0
1528955102,134,0
1528958702,250,0
1528962302,223,0
1528965902,102,0
1528969502,180,0
1528973102,188,0
1528976702,203,0
1528980302,129,0
1528983902,84,0
1528987502,70,0
1528991101,70,0
1528994702,92,0
1528998302,130,0
1529001902,155,0
1529005502,85,0
1529009102,177,0
1529012701,115,2
1529017202,112,0
1529020802,91,2925
1529024402,134,0
1529028002,106,0
1529031602,90,0
1529035202,130,0
1529038802,115,0
1529042402,169,0
1529046001,141,0
1529049602,125,0
1529053202,157,0
1529056802,128,0
1529060402,94,0
1529064002,109,0
1529067602,95,0
1529071202,95,0
1529074802,82,0
1529078402,116,0
1529082002,90,0
1529085602,90,0
1529089202,103,0
1529092802,106,0
1529096402,107,0
1529100002,95,0
1529103601,87,0
1529107202,80,3118
1529110802,94,0
1529114403,102,0
1529118002,92,0
1529121602,95,0
1529125202,98,0
1529128802,110,0
1529132402,95,0
1529136002,101,0
1529139602,88,0
1529143202,108,0
1529146802,105,0
1529150402,84,0
1529154002,64,0
1529157602,63,0
1529161202,73,0
1529164802,53,0
1529168402,67,0
1529172002,72,0
1529175602,88,0
1529179202,83,0
1529182802,81,0
1529186402,70,0
1529190003,71,0
1529193602,69,2776
1529197202,446,0
1529200802,333,0
1529204402,229,0
1529208002,121,0
1529211602,116,0
1529215202,107,0
1529218802,99,0
1529222402,93,0
1529226002,86,0
1529229602,71,0
1529233202,150,0
1529236801,130,0
1529240402,131,0
1529244002,91,0
1529247602,101,0
1529251202,89,0
1529254802,88,0
1529258402,94,0
1529262002,92,0
1529265602,154,0
1529269202,87,0
1529272802,79,0
1529276401,73,0
1529280002,70,2071
1529283601,120,0
1529287202,90,0
1529290802,87,0
1529294402,87,0
1529298002,110,0
1529301602,91,0
1529305202,105,0
1529308802,116,0
1529312402,164,0
1529316002,159,0
1529319602,99,0
1529323202,93,0
1529326802,95,0
1529330402,114,0
1529334002,118,0
1529337602,129,0
1529341203,103,0
1529344803,168,0
1529348402,205,0
1529352003,101,0
1529355602,99,0
1529359202,121,0
1529362802,105,0
1529366402,98,3002
1529370002,108,0
1529373602,107,0
1529377202,122,0
1529380802,126,0
1529384402,116,0
1529388002,137,0
1529391602,148,0
1529395202,198,0
1529398802,127,0
1529402401,117,0
1529406002,120,0
1529409601,120,0
1529413202,166,0
1529416802,120,0
1529420402,190,0
1529424002,134,0
1529427602,103,0
1529431202,114,0
1529434802,94,0
1529438402,86,0
1529442002,90,0
1529445602,80,0
1529449202,80,0
1529452802,76,2626
1529456402,103,0
1529460002,102,0
1529463602,126,0
1529467202,114,0
1529470802,85,0
1529474402,265,0
1529478001,156,0
1529481602,122,0
1529485202,149,0
1529488802,115,0
1529492402,146,0
1529496002,170,0
1529499603,144,0
1529503202,127,0
1529506802,114,0
1529510402,133,0
1529514002,101,0
1529517602,113,0
1529521201,103,0
1529524802,87,0
1529528402,123,0
1529532002,103,0
1529536501,155,0
1529540102,113,2782
1529543702,140,0
1529547302,130,0
1529550902,119,0
1529554502,127,0
1529558102,167,0
1529561702,116,0
1529565302,124,0
1529568902,226,0
1529572501,147,0
1529576102,196,1
1529579702,176,0
1529583301,130,0
1529586902,112,0
1529590501,110,1
1529594102,95,0
1529597702,118,0
1529601302,83,0
1529604902,89,0
1529608502,79,0
1529612102,101,0
1529615702,129,0
1529619302,77,0
1529622901,64,0
1529626502,77,2876
1529630102,81,0
1529633702,103,0
1529637302,113,0
1529640901,97,0
1529644502,101,0
1529648102,124,0
1529651702,131,0
1529655302,127,0
1529658902,127,0
1529662502,123,0
1529666102,155,0
1529669702,148,0
1529673302,117,0
1529676902,142,0
1529680502,100,0
1529684102,99,0
1529687702,94,0
1529691302,68,0
1529694902,81,0
1529698502,108,0
1529702102,94,0
1529705702,79,0
1529709302,97,0
1529712902,89,3040
1529716502,115,0
1529720101,110,0
1529723702,104,0
1529727302,97,0
1529730901,120,0
1529734502,122,0
1529738101,121,0
1529741702,137,0
1529745302,103,0
1529748901,128,0
1529752502,138,0
1529756102,126,0
1529759701,104,0
1529763302,118,0
1529766902,109,0
1529770502,75,0
1529774102,93,0
1529777702,81,0
1529781302,62,0
1529784902,110,0
1529788501,67,0
1529792102,70,0
1529795702,64,0
1529799302,73,2887
1529802902,244,0
1529806502,287,0
1529810101,231,0
1529813701,179,0
1529817302,153,0
1529820902,126,0
1529824502,128,0
1529828101,183,0
1529831701,78,0
1529835302,149,0
1529838902,129,0
1529842501,121,0
1529846102,87,0
1529849702,100,0
1529853301,113,0
1529856902,81,0
1529860502,81,0
1529864102,86,0
1529867701,77,0
1529871302,73,0
1529874902,85,0
1529878502,72,0
1529882102,74,0
1529885702,67,2483
1529889301,93,0
1529892902,96,0
1529896502,135,0
1529900101,108,0
1529903702,90,0
1529907302,264,0
1529910901,241,0
1529914501,226,0
1529918102,116,0
1529921702,148,0
