DateTime,Entries,UniqueIPs
1528397076,86,86
1528398983,81,81
1528400924,76,76
1528402826,69,69
1528404744,65,65
1528406685,63,63
1528408588,62,62
1528411114,61,61
1528413140,58,58
1528416995,54,54
1528418899,51,51
1528420832,40,40
1528422760,37,37
1528424669,36,36
1528426635,30,30
1528428508,25,25
1528430514,24,24
1528432345,22,22
1528434261,19,19
1528438097,19,19
1528440023,15,15
1528441960,13,13
1528443860,12,12
1528445775,11,11
1528449619,10,10
1528451455,10,10
1528453462,11,11
1528461142,10,10
1528463063,9,9
1528469277,10,10
1528471215,9,9
1528473154,8,8
1528480904,7,7
1528488751,8,8
1528492601,7,7
1528498508,8,8
1528523547,7,7
1528529302,8,8
1528531298,9,9
1528533176,12,12
1528537012,11,11
1528538912,9,9
1528540833,8,8
1528552383,11,11
1528556201,11,11
1528575380,10,10
1528586029,9,9
1528607080,10,10
1528609043,11,11
1528616701,9,9
1528618585,9,9
1528620534,7,7
1528622460,8,8
1528626272,9,9
1528633959,10,10
1528635892,13,13
1528639996,10,10
1528643894,10,10
1528645725,12,12
1528647648,14,14
1528651485,16,16
1528653397,17,17
1528655360,18,18
1528657306,20,20
1528663130,21,21
1528666382,25,25
1528668675,26,26
1528672488,29,29
1528678234,30,30
1528682087,31,31
1528691649,35,35
1528693465,34,34
1528695288,36,36
1528701145,39,39
1528703078,40,40
1528704976,39,39
1528709065,40,40
1528710975,42,42
1528712913,42,42
1528716749,43,43
1528718685,49,49
1528720579,48,48
1528722524,45,45
1528724416,47,47
1528726348,49,49
1528730193,48,48
1528732206,47,47
1528734468,45,45
1528736592,46,46
1528738614,49,49
1528740616,48,48
1528742707,48,48
1528744598,47,47
1528746429,49,49
1528748418,50,50
1528750335,48,48
1528752264,47,47
1528754191,47,47
1528756102,48,48
1528760055,46,46
1528763777,45,45
1528765712,49,49
1528767626,50,50
1528769541,50,50
1528773373,51,51
1528775296,52,52
1528777234,49,49
1528782993,48,48
1528786907,47,47
1528788756,48,48
1528790662,48,48
1528792576,52,52
1528794524,50,50
1528798343,47,47
1528802177,47,47
1528804103,41,41
1528809858,42,42
1528811792,38,38
1528817563,38,38
1528823779,38,38
1528825711,33,33
1528827632,35,35
1528829536,33,33
1528831459,32,32
1528833390,32,32
1528835294,30,30
1528838914,29,29
1528840949,28,28
1528842972,27,27
1528844899,26,26
1528852571,22,22
1528854493,21,21
1528856427,21,21
1528858349,20,20
1528862186,19,19
1528864094,18,18
1528869872,17,17
1528873726,15,15
1528875622,14,14
1528877543,10,10
1528879474,10,10
1528881387,11,11
1528887146,10,10
1528889059,11,11
1528894905,11,11
1528896760,12,12
1528900578,17,17
1528902508,26,26
1528904424,30,30
1528906357,38,38
1528908267,48,48
1528910184,57,57
1528912116,64,64
1528914017,73,73
1528915959,79,79
1528918915,94,94
1528920754,95,95
1528922662,99,99
1528924593,103,103
1528926500,110,110
1528928439,115,115
1528931674,127,127
1528933476,129,129
1528935399,131,131
1528937431,138,138
1528939235,146,146
1528941145,153,153
